Electricity.Timestep,Time,HH1 - Kitchen - Dishwasher NEFF SD6P1F (2011) [kWh],HH1 - Kitchen - Dryer / Miele T 8626 WP [kWh],HH1 - Garden - Hedge Trimmer / Bosch AHS 550-24 ST [kWh],HH1 - Garden - Atika LH 2500 G [kWh],HH1 - Garden - Lawn Mower / Sabo 32-EL [kWh],HH1 - Kitchen - Washing Machine / Bosch WAE 28143 [kWh],HH1 - Bath - Hair Dryer Braun Silencio 1250 [kWh],HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh],HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].1,HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].2,HH1 - Kitchen - Vacuum Cleaner Robot / iRobot Roomba 555 [kWh].3
256200,6/26/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029983855949986,0
256260,6/26/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030075820254938,0
256320,6/27/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029947072322501,0
256380,6/27/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030275734659682,0
256440,6/27/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029844510749392,0
256500,6/27/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030305136662885,0
256560,6/27/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029825753858989,0
256620,6/27/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029765842822039,0
256680,6/27/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029857060596575,0
256740,6/27/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029572282647194,0
256800,6/27/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0888909987595541,0.0,0,0.0030192045299085,0
256860,6/27/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030191970487749,0
256920,6/27/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030911293388959,0
256980,6/27/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030125107595656,0
257040,6/27/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002961178547609,0
257100,6/27/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029715229046952,0
257160,6/27/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029624348559513,0
257220,6/27/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029356547044579,0
257280,6/27/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029474361230022,0
257340,6/27/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030189043575703,0
257400,6/27/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029834424178854,0
257460,6/27/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029450633417843,0
257520,6/27/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029494054369685,0
257580,6/27/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029931174150798,0
257640,6/27/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029973217976435,0
257700,6/27/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030769008731951,0
257760,6/28/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029430754978438,0
257820,6/28/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029949022567949,0
257880,6/28/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030513679492699,0
257940,6/28/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030298384600167,0
258000,6/28/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030093242192263,0
258060,6/28/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029722901505922,0
258120,6/28/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0031082292335783,0
258180,6/28/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030181659433531,0
258240,6/28/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029548200827594,0
258300,6/28/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029471744218795,0
258360,6/28/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030230307035105,0
258420,6/28/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00295399238423,0
258480,6/28/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030183188586601,0
258540,6/28/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029495567187002,0
258600,6/28/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030274223351966,0
258660,6/28/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029608902350675,0
258720,6/28/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029652419652353,0
258780,6/28/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.165502575294795,0.0,0.0,0,0.0029969083860342,0
258840,6/28/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.440221381274248,0.0,0.0,0,0.0029836017942346,0
258900,6/28/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.115196856228073,0.0,0.0,0,0.0029321402397217,0
258960,6/28/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0001481846637874,0.0,0.0,0,0.0030068655243077,0
259020,6/28/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029836890075087,0
259080,6/28/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029940763054678,0
259140,6/28/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030080834055881,0
259200,6/29/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030124033432683,0
259260,6/29/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030239023210063,0
259320,6/29/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030293396652902,0
259380,6/29/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029605964427551,0
259440,6/29/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029861283763148,0
259500,6/29/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029466617883532,0
259560,6/29/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003057549050366,0
259620,6/29/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029539039803672,0
259680,6/29/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0476758943856694,0.0,0,0.0030032372352711,0
259740,6/29/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029607589285325,0
259800,6/29/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030371190285383,0
259860,6/29/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003015256008061,0
259920,6/29/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029891879500831,0
259980,6/29/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029462626451874,0
260040,6/29/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030459494452577,0
260100,6/29/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029336781825912,0
260160,6/29/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029466080938135,0
260220,6/29/2016 17:00,0.0011563023751366,0.324054426974462,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029747204814629,0
260280,6/29/2016 18:00,0.862918517103825,0.869182876975462,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030044831910719,0
260340,6/29/2016 19:00,0.0265085756393443,0.55588342200388,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030508276508119,0
260400,6/29/2016 20:00,0.136089841092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030351387106863,0
260460,6/29/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029512606290074,0
260520,6/29/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030165150296553,0
260580,6/29/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029538158308518,0
260640,6/30/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0031024713360277,0
260700,6/30/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030686712327457,0
260760,6/30/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030591777108593,0
260820,6/30/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029943602038501,0
260880,6/30/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030695319669156,0
260940,6/30/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030857111823521,0
261000,6/30/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029675120805823,0
261060,6/30/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00297633775531,0
261120,6/30/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029472212374643,0
261180,6/30/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029711101001105,0
261240,6/30/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030313824457409,0
261300,6/30/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030501827598668,0
261360,6/30/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030055355617682,0
261420,6/30/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029568597410824,0
261480,6/30/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030233306584417,0
261540,6/30/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002963865574814,0
261600,6/30/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.225687577924139,0.0,0,0.003016812590953,0
261660,6/30/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.664598631843012,0.14435340020842,0.0,0,0.0029833584790113,0
261720,6/30/2016 18:00,0.382712655134699,0.0,0.0,0.0,0.0,0.149921535630179,0.0,0.0,0,0.0030101881980341,0
261780,6/30/2016 19:00,0.469519849754098,0.0,0.0817097571883308,0.0,0.0,0.0112543500558315,0.0,0.0,0,0.0029475612537407,0
261840,6/30/2016 20:00,0.145449100704918,0.0,0.223816558954468,0.642243144128277,0.153115116073568,0.0,0.0,0.0,0,0.0029432604461843,0
261900,6/30/2016 21:00,0.0029325798196721,0.0,0.0,0.0,0.405444955719855,0.0,0.0,0.0,0,0.0030305140466299,0
261960,6/30/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029175764007028,0
262020,6/30/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030089728682151,0
262080,7/1/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003062106531837,0
262140,7/1/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030620270800944,0
262200,7/1/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029427850468063,0
262260,7/1/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029762046835245,0
262320,7/1/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030044971434746,0
262380,7/1/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030381207282598,0
262440,7/1/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029946737850574,0
262500,7/1/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029500762459254,0
262560,7/1/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030065963861147,0
262620,7/1/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029511891704248,0
262680,7/1/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003022403768056,0
262740,7/1/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029936548003279,0
262800,7/1/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030688583890158,0
262860,7/1/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002979116215668,0
262920,7/1/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030092606903154,0
262980,7/1/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029697427414004,0
263040,7/1/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029600336810891,0
263100,7/1/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029898121005362,0
263160,7/1/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030482259628343,0
263220,7/1/2016 19:00,0.0,0.89460518936021,0.0,0.0,0.0,0.533833638701379,0.0,0.0,0,0.0029832512138728,0
263280,7/1/2016 20:00,0.0,0.800698331845866,0.0,0.0,0.0,0.102456214757948,0.0,0.0,0,0.0030231407592861,0
263340,7/1/2016 21:00,0.0,0.0775601045319629,0.0,0.0,0.0,0.0750538031319413,0.0,0.0,0,0.0030394984968931,0
263400,7/1/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029818373721244,0
263460,7/1/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003027661719858,0
263520,7/2/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030047562003314,0
263580,7/2/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029883946710602,0
263640,7/2/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030238408251401,0
263700,7/2/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030226676578954,0
263760,7/2/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030459552328827,0
263820,7/2/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030648812849645,0
263880,7/2/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030457963790876,0
263940,7/2/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029937216824706,0
264000,7/2/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029869109900664,0
264060,7/2/2016 09:00,0.649169427894262,0.398157589691286,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030203665042653,0
264120,7/2/2016 10:00,0.24577110204918,0.804412548079825,0.106531246760311,0.0,0.0,0.0,0.0,0.0,0,0.0029938577202508,0
264180,7/2/2016 11:00,0.177637066909836,0.25681045204143,0.192349024641355,0.635319584864274,0.203060473406409,0.0,0.0,0.0,0,0.0029980480036093,0
264240,7/2/2016 12:00,0.0023358694371584,0.0,0.0,0.0,0.342966154180296,0.0,0.0,0.0,0,0.0030102227938295,0
264300,7/2/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029296850408021,0
264360,7/2/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030275719495919,0
264420,7/2/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002976266036181,0
264480,7/2/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029290461158323,0,0.0026810289185501,0
264540,7/2/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0799221536592463,0.0296309835953416,0,0.0,0
264600,7/2/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301723778484808,0,0.0,0
264660,7/2/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133294953628451,0,0.0017703053550211,0
264720,7/2/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030265765246905,0
264780,7/2/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029780460145813,0
264840,7/2/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029744471349974,0
264900,7/2/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030486713598757,0
264960,7/3/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0028972905940552,0
265020,7/3/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030227462682894,0
265080,7/3/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029782334600891,0
265140,7/3/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029803918177022,0
265200,7/3/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029512501807311,0
265260,7/3/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029868845644627,0
265320,7/3/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0031043207663214,0
265380,7/3/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030073650898711,0
265440,7/3/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030028208574741,0
265500,7/3/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.557699713468202,0.0,0.0,0,0.0030400333353822,0
265560,7/3/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.10913112440113,0.0,0.0,0,0.0030381745650573,0
265620,7/3/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0428259491374735,0.0,0.0,0,0.0029959807462305,0
265680,7/3/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029618263140829,0
265740,7/3/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002941838542905,0
265800,7/3/2016 14:00,0.62157406117295,0.859671513078452,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029793238071295,0
265860,7/3/2016 15:00,0.211456157322404,0.771383212441134,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029731833305243,0
265920,7/3/2016 16:00,0.141105380803279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002981793618963,0
265980,7/3/2016 17:00,0.0002558999726775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030472387046994,0
266040,7/3/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003053212952169,0
266100,7/3/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030068871496003,0
266160,7/3/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030005857671094,0
266220,7/3/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029815381622079,0
266280,7/3/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030252840779707,0
266340,7/3/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029889306130058,0
266400,7/4/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029689814493968,0
266460,7/4/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029525269958756,0
266520,7/4/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030037007488988,0
266580,7/4/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0028959272677637,0
266640,7/4/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030246315800302,0
266700,7/4/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030034280291385,0
266760,7/4/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030447221168702,0
266820,7/4/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030202691062783,0
266880,7/4/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029668683108191,0
266940,7/4/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030240398217845,0
267000,7/4/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030159372040913,0
267060,7/4/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030692360070456,0
267120,7/4/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029316528449686,0
267180,7/4/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029742343595089,0
267240,7/4/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030764335267003,0
267300,7/4/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029985535327677,0
267360,7/4/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0707634084637976,0.0,0,0.0030293017928857,0
267420,7/4/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030420149574051,0
267480,7/4/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030139315823876,0
267540,7/4/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029884273291421,0
267600,7/4/2016 20:00,0.943645108140163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030400936737667,0
267660,7/4/2016 21:00,0.0268125001830601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029823986428526,0
267720,7/4/2016 22:00,0.141450292101093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029961692309834,0
267780,7/4/2016 23:00,0.0014306210928961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030298353875338,0
267840,7/5/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029335495764539,0
267900,7/5/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030265666353335,0
267960,7/5/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030031214536136,0
268020,7/5/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030024542498405,0
268080,7/5/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030322396338423,0
268140,7/5/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029708275637648,0
268200,7/5/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029065795918177,0
268260,7/5/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029667601814673,0
268320,7/5/2016 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029902334743146,0
268380,7/5/2016 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030258129408456,0
268440,7/5/2016 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030224390593329,0
268500,7/5/2016 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030113848825079,0
268560,7/5/2016 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030167147095379,0
268620,7/5/2016 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029909534128043,0
268680,7/5/2016 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029618579443495,0
268740,7/5/2016 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029972485733256,0
268800,7/5/2016 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029953506108798,0
268860,7/5/2016 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030825768977922,0
268920,7/5/2016 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029843626703462,0
268980,7/5/2016 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029749081541427,0
269040,7/5/2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030908610904611,0
269100,7/5/2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003010676756795,0
269160,7/5/2016 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002975916147762,0
269220,7/5/2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003032170162465,0
269280,7/6/2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003087199066093,0
269340,7/6/2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029623836375256,0
269400,7/6/2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030343939159989,0
269460,7/6/2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029776237141263,0
269520,7/6/2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.002996095937209,0
269580,7/6/2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030539342882938,0
269640,7/6/2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0030216461890826,0
269700,7/6/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0029868280096595,0
