Latitude (decimal degrees):	45.044
Longitude (decimal degrees):	7.639
Elevation (m):	257
Radiation database:	PVGIS-ERA5


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	83.2
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200821:1230,36608.36,302.5,271.06,13.87,54.92,27.31,0.14,0.0
20200821:1330,37510.78,380.31,210.92,14.13,48.7,28.26,0.07,0.0
20200821:1430,35358.77,421.27,136.93,13.71,40.02,28.93,0.0,0.0
20200821:1530,23549.76,279.9,95.47,10.17,30.08,29.38,0.14,0.0
20200821:1630,8995.16,97.03,70.94,5.66,19.6,29.38,0.07,0.0
20200821:1730,969.03,0.0,26.65,0.86,9.03,28.94,0.28,0.0
20200821:1830,0.0,0.0,0.0,0.0,-1.27,27.89,0.69,0.0
20200821:1930,0.0,0.0,0.0,0.0,0.0,26.34,1.17,0.0
20200821:2030,0.0,0.0,0.0,0.0,0.0,25.08,1.38,0.0
20200821:2130,0.0,0.0,0.0,0.0,0.0,24.27,1.17,0.0
20200821:2230,0.0,0.0,0.0,0.0,0.0,23.83,0.97,0.0
20200821:2330,0.0,0.0,0.0,0.0,0.0,23.34,0.9,0.0
20200822:0030,0.0,0.0,0.0,0.0,0.0,22.7,0.9,0.0
20200822:0130,0.0,0.0,0.0,0.0,0.0,22.44,0.83,0.0
20200822:0230,0.0,0.0,0.0,0.0,0.0,22.08,0.76,0.0
20200822:0330,0.0,0.0,0.0,0.0,0.0,21.99,0.69,0.0
20200822:0430,0.0,0.0,0.0,0.0,-2.3,21.35,0.83,0.0
20200822:0530,908.26,9.03,22.03,1.5,7.97,21.51,0.69,0.0
20200822:0630,11645.84,133.21,65.91,5.53,18.53,21.9,0.48,0.0
20200822:0730,23695.45,261.64,104.42,8.9,29.03,24.6,0.14,0.0
20200822:0830,35722.58,415.29,136.29,12.65,39.01,25.97,0.34,0.0
20200822:0930,43069.39,491.33,184.71,15.24,47.8,27.14,0.55,0.0
20200822:1030,51016.43,654.45,164.89,18.09,54.24,28.21,0.69,0.0
20200822:1130,54872.57,733.91,159.19,19.72,56.8,29.36,0.9,0.0
20200822:1230,52901.21,681.26,174.9,19.23,54.59,30.41,1.17,0.0
20200822:1330,42883.74,506.59,172.01,15.81,48.38,31.22,1.31,0.0
20200822:1430,35343.79,438.4,114.63,13.48,39.72,31.17,1.31,0.0
20200822:1530,19225.76,209.77,99.02,8.36,29.8,31.08,0.55,0.0
20200822:1630,8714.61,106.12,60.27,5.64,19.32,30.83,0.34,0.0
20200822:1730,1175.49,0.0,30.49,0.98,8.75,30.5,0.9,0.0
20200822:1830,0.0,0.0,0.0,0.0,-1.55,29.05,0.83,0.0
20200822:1930,0.0,0.0,0.0,0.0,0.0,26.97,1.38,0.0
20200822:2030,0.0,0.0,0.0,0.0,0.0,26.22,1.03,0.0
20200822:2130,0.0,0.0,0.0,0.0,0.0,26.22,0.69,0.0
20200822:2230,0.0,0.0,0.0,0.0,0.0,25.47,0.34,0.0
20200822:2330,0.0,0.0,0.0,0.0,0.0,24.96,0.0,0.0
20200823:0030,0.0,0.0,0.0,0.0,0.0,24.13,0.14,0.0
20200823:0130,0.0,0.0,0.0,0.0,0.0,23.07,0.28,0.0
20200823:0230,0.0,0.0,0.0,0.0,0.0,22.15,0.41,0.0
20200823:0330,0.0,0.0,0.0,0.0,0.0,21.55,0.55,0.0
20200823:0430,0.0,0.0,0.0,0.0,-2.5,20.92,0.69,0.0
20200823:0530,791.71,7.14,20.42,1.24,7.78,19.94,0.97,0.0
20200823:0630,4909.25,31.04,58.89,2.56,18.34,20.4,0.97,0.0
20200823:0730,11423.56,94.55,86.55,4.65,28.83,23.04,1.03,0.0
20200823:0830,14681.97,106.09,120.96,5.75,38.8,24.71,1.17,0.0
20200823:0930,23736.24,226.24,132.7,8.47,47.55,25.71,1.1,0.0
20200823:1030,31782.35,338.25,143.64,11.02,53.95,26.56,1.24,0.0
20200823:1130,35800.0,377.43,172.24,12.6,56.47,27.42,1.03,0.0
20200823:1230,41469.32,494.73,151.22,14.65,54.25,28.06,0.9,0.0
20200823:1330,28091.88,306.74,123.49,10.21,48.06,28.72,1.1,0.0
20200823:1430,30016.62,361.81,98.06,11.21,39.42,28.44,1.38,0.0
20200823:1530,25223.09,292.5,101.99,10.55,29.51,28.32,1.72,0.0
20200823:1630,8529.8,109.25,52.95,5.5,19.04,28.19,1.59,0.0
20200823:1730,909.92,0.0,25.41,0.82,8.47,27.23,1.38,0.0
20200823:1830,0.0,0.0,0.0,0.0,-1.84,26.34,1.03,0.0
20200823:1930,0.0,0.0,0.0,0.0,0.0,24.78,0.83,0.0
20200823:2030,0.0,0.0,0.0,0.0,0.0,23.94,0.9,0.0
20200823:2130,0.0,0.0,0.0,0.0,0.0,22.87,1.03,0.0
20200823:2230,0.0,0.0,0.0,0.0,0.0,21.29,1.24,0.0
20200823:2330,0.0,0.0,0.0,0.0,0.0,20.48,1.24,0.0
20200824:0030,0.0,0.0,0.0,0.0,0.0,20.47,0.97,0.0
20200824:0130,0.0,0.0,0.0,0.0,0.0,19.45,1.52,0.0
20200824:0230,0.0,0.0,0.0,0.0,0.0,19.39,1.59,0.0
20200824:0330,0.0,0.0,0.0,0.0,0.0,18.84,1.17,0.0
20200824:0430,0.0,0.0,0.0,0.0,-2.7,18.92,1.31,0.0
20200824:0530,537.79,2.28,17.17,0.7,7.59,18.66,1.17,0.0
20200824:0630,3088.58,16.23,44.7,1.75,18.16,18.5,1.24,0.0
20200824:0730,4840.99,17.62,67.35,2.39,28.64,19.41,1.38,0.0
20200824:0830,18615.53,137.96,139.67,6.9,38.58,20.16,1.31,0.0
20200824:0930,23439.04,193.94,152.98,8.34,47.3,21.59,1.66,0.0
20200824:1030,29928.38,272.35,171.72,10.39,53.65,22.54,1.52,0.0
20200824:1130,26043.1,216.61,173.04,9.37,56.13,23.53,1.17,0.0
20200824:1230,23060.25,177.01,171.4,8.6,53.9,23.96,0.55,0.0
20200824:1330,29978.32,266.77,186.63,10.98,47.73,24.03,0.55,0.0
20200824:1430,30525.28,301.23,164.27,11.47,39.12,24.65,0.41,0.0
20200824:1530,16248.74,148.22,106.97,6.91,29.22,25.02,0.62,0.0
20200824:1630,7787.21,76.74,67.07,4.71,18.75,24.6,0.9,0.0
20200824:1730,1068.93,0.0,27.93,0.9,8.18,24.17,0.69,0.0
20200824:1830,0.0,0.0,0.0,0.0,-2.14,23.36,0.48,0.0
20200824:1930,0.0,0.0,0.0,0.0,0.0,23.2,0.48,0.0
20200824:2030,0.0,0.0,0.0,0.0,0.0,22.51,0.69,0.0
20200824:2130,0.0,0.0,0.0,0.0,0.0,22.16,0.69,0.0
20200824:2230,0.0,0.0,0.0,0.0,0.0,20.78,0.97,0.0
20200824:2330,0.0,0.0,0.0,0.0,0.0,19.53,1.17,0.0
20200825:0030,0.0,0.0,0.0,0.0,0.0,18.93,1.24,0.0
20200825:0130,0.0,0.0,0.0,0.0,0.0,19.06,1.03,0.0
20200825:0230,0.0,0.0,0.0,0.0,0.0,19.12,0.9,0.0
20200825:0330,0.0,0.0,0.0,0.0,0.0,19.04,0.83,0.0
20200825:0430,0.0,0.0,0.0,0.0,-2.91,18.91,0.83,0.0
20200825:0530,718.45,6.6,19.14,1.1,7.4,18.48,0.9,0.0
20200825:0630,1505.16,2.78,32.19,1.03,17.97,18.62,0.9,0.0
20200825:0730,6744.08,39.89,72.27,3.01,28.44,19.3,1.1,0.0
20200825:0830,20005.81,146.61,151.5,7.37,38.37,19.96,0.83,0.0
20200825:0930,34637.0,347.15,168.46,11.75,47.04,21.14,0.9,0.0
20200825:1030,27167.8,142.67,265.43,10.43,53.34,22.63,0.97,0.0
20200825:1130,40841.62,430.7,190.52,14.04,55.79,23.33,0.83,0.0
20200825:1230,32266.87,248.99,240.39,11.86,53.55,24.43,0.83,0.0
20200825:1330,38123.5,401.46,178.87,13.54,47.4,24.99,1.1,0.0
20200825:1430,29802.67,306.42,147.74,11.11,38.81,25.87,0.9,0.0
20200825:1530,22407.57,242.5,106.48,9.25,28.93,25.97,0.97,0.0
20200825:1630,7749.74,86.45,59.52,4.8,18.47,25.88,0.83,0.0
20200825:1730,926.57,0.0,25.53,0.82,7.89,25.33,0.69,0.0
20200825:1830,0.0,0.0,0.0,0.0,-2.43,24.65,0.83,0.0
20200825:1930,0.0,0.0,0.0,0.0,0.0,23.46,1.1,0.0
20200825:2030,0.0,0.0,0.0,0.0,0.0,22.54,1.31,0.0
20200825:2130,0.0,0.0,0.0,0.0,0.0,21.68,1.24,0.0
20200825:2230,0.0,0.0,0.0,0.0,0.0,21.38,1.03,0.0
20200825:2330,0.0,0.0,0.0,0.0,0.0,21.6,0.83,0.0
20200826:0030,0.0,0.0,0.0,0.0,0.0,21.78,0.76,0.0
20200826:0130,0.0,0.0,0.0,0.0,0.0,21.54,0.69,0.0
20200826:0230,0.0,0.0,0.0,0.0,0.0,21.22,0.76,0.0
20200826:0330,0.0,0.0,0.0,0.0,0.0,20.79,0.9,0.0
20200826:0430,0.0,0.0,0.0,0.0,-3.11,20.42,0.97,0.0
20200826:0530,1272.89,12.77,26.9,1.79,7.21,20.17,0.97,0.0
20200826:0630,12958.7,147.97,68.72,5.75,17.78,19.54,0.9,0.0
20200826:0730,27630.68,319.44,102.49,9.86,28.25,21.74,0.0,0.0
20200826:0830,40674.28,494.09,133.71,13.95,38.15,23.28,0.14,0.0
20200826:0930,48989.3,617.48,154.45,16.8,46.79,24.96,0.48,0.0
20200826:1030,55283.0,716.3,173.35,19.23,53.04,26.48,0.76,0.0
20200826:1130,57316.79,763.24,164.89,20.11,55.44,28.0,1.1,0.0
20200826:1230,55658.45,742.64,153.47,19.69,53.2,29.28,1.45,0.0
20200826:1330,47955.33,619.13,137.37,17.12,47.07,30.24,1.79,0.0
20200826:1430,39361.43,504.2,109.2,14.57,38.5,30.75,2.0,0.0
20200826:1530,23202.61,275.87,91.14,9.64,28.63,30.79,2.21,0.0
20200826:1630,9538.78,120.32,60.5,5.99,18.17,30.11,2.21,0.0
20200826:1730,984.02,0.0,26.93,0.87,7.6,29.21,1.86,0.0
20200826:1830,0.0,0.0,0.0,0.0,-2.74,27.89,1.38,0.0
20200826:1930,0.0,0.0,0.0,0.0,0.0,25.65,1.31,0.0
20200826:2030,0.0,0.0,0.0,0.0,0.0,24.04,1.1,0.0
20200826:2130,0.0,0.0,0.0,0.0,0.0,23.87,0.76,0.0
20200826:2230,0.0,0.0,0.0,0.0,0.0,23.58,0.41,0.0
20200826:2330,0.0,0.0,0.0,0.0,0.0,23.2,0.21,0.0
20200827:0030,0.0,0.0,0.0,0.0,0.0,22.78,0.41,0.0
20200827:0130,0.0,0.0,0.0,0.0,0.0,22.36,0.76,0.0
20200827:0230,0.0,0.0,0.0,0.0,0.0,20.47,1.17,0.0
20200827:0330,0.0,0.0,0.0,0.0,0.0,18.93,1.31,0.0
20200827:0430,0.0,0.0,0.0,0.0,-3.32,18.16,1.24,0.0
20200827:0530,1124.71,12.63,24.2,1.65,7.01,17.95,1.03,0.0
20200827:0630,11392.76,123.46,67.91,5.05,17.59,19.0,0.83,0.0
20200827:0730,26784.86,310.91,96.38,9.45,28.05,22.0,0.41,0.0
20200827:0830,41235.39,519.3,116.55,13.99,37.93,23.99,0.41,0.0
20200827:0930,51033.08,677.22,127.53,17.32,46.53,25.64,0.83,0.0
20200827:1030,57694.75,796.84,133.75,19.89,52.73,26.99,1.03,0.0
20200827:1130,56416.03,736.67,174.44,19.69,55.1,28.24,1.17,0.0
20200827:1230,50507.78,661.28,142.45,17.64,52.85,29.1,1.24,0.0
20200827:1330,46536.75,592.32,141.9,16.57,46.73,29.59,1.38,0.0
20200827:1430,35537.76,436.86,115.43,13.11,38.18,30.01,1.45,0.0
20200827:1530,24029.28,284.32,95.98,9.92,28.33,29.93,1.45,0.0
20200827:1630,8906.92,109.72,60.11,5.56,17.88,29.64,1.31,0.0
20200827:1730,822.51,0.0,23.97,0.77,7.3,28.94,1.24,0.0
20200827:1830,0.0,0.0,0.0,0.0,-3.04,27.9,1.03,0.0
20200827:1930,0.0,0.0,0.0,0.0,0.0,26.07,0.55,0.0
20200827:2030,0.0,0.0,0.0,0.0,0.0,25.91,0.34,0.0
20200827:2130,0.0,0.0,0.0,0.0,0.0,25.25,0.48,0.0
20200827:2230,0.0,0.0,0.0,0.0,0.0,24.56,0.62,0.0
20200827:2330,0.0,0.0,0.0,0.0,0.0,23.91,0.48,0.0
20200828:0030,0.0,0.0,0.0,0.0,0.0,23.32,0.41,0.0
20200828:0130,0.0,0.0,0.0,0.0,0.0,22.74,0.55,0.0
20200828:0230,0.0,0.0,0.0,0.0,0.0,22.2,0.69,0.0
20200828:0330,0.0,0.0,0.0,0.0,0.0,21.41,0.69,0.0
20200828:0430,0.0,0.0,0.0,0.0,-3.52,20.74,0.76,0.0
20200828:0530,611.05,5.61,17.58,0.91,6.82,20.39,0.69,0.0
20200828:0630,3998.5,30.78,45.76,2.11,17.4,20.44,0.55,0.0
20200828:0730,8065.26,66.95,65.41,3.36,27.85,21.6,0.41,0.0
20200828:0830,13987.66,104.22,110.58,5.33,37.7,22.11,0.83,0.0
20200828:0930,16837.31,123.17,132.52,6.3,46.26,22.92,0.9,0.0
20200828:1030,26898.08,208.93,196.25,9.7,52.42,23.49,0.62,0.0
20200828:1130,30370.43,252.26,207.51,10.87,54.75,24.39,0.69,0.0
20200828:1230,23364.95,169.39,186.38,8.77,52.49,25.21,0.48,0.0
20200828:1330,17411.74,75.43,193.88,7.22,46.39,25.57,0.55,0.0
20200828:1430,9837.65,8.22,152.41,4.69,37.86,25.86,0.21,0.0
20200828:1530,6225.44,1.99,105.77,3.18,28.02,25.64,0.62,0.0
20200828:1630,2927.9,0.15,58.13,1.73,17.58,25.15,0.48,0.0
20200828:1730,514.48,0.0,17.77,0.57,7.0,24.42,1.1,0.0
20200828:1830,0.0,0.0,0.0,0.0,-3.35,23.73,0.62,0.0
20200828:1930,0.0,0.0,0.0,0.0,0.0,21.99,1.52,0.0
20200828:2030,0.0,0.0,0.0,0.0,0.0,20.84,1.72,0.0
20200828:2130,0.0,0.0,0.0,0.0,0.0,20.02,1.59,0.0
20200828:2230,0.0,0.0,0.0,0.0,0.0,19.62,1.59,0.0
20200828:2330,0.0,0.0,0.0,0.0,0.0,19.0,1.17,0.0
20200829:0030,0.0,0.0,0.0,0.0,0.0,18.79,0.62,0.0
20200829:0130,0.0,0.0,0.0,0.0,0.0,18.98,0.55,0.0
20200829:0230,0.0,0.0,0.0,0.0,0.0,19.17,0.34,0.0
20200829:0330,0.0,0.0,0.0,0.0,0.0,19.05,0.48,0.0
20200829:0430,0.0,0.0,0.0,0.0,-3.73,18.26,0.83,0.0
20200829:0530,676.82,0.97,20.14,0.66,6.63,18.2,0.97,0.0
20200829:0630,3002.0,10.18,48.83,1.69,17.21,18.84,0.9,0.0
20200829:0730,5089.9,0.63,87.68,2.61,27.64,18.73,1.24,0.0
20200829:0830,7759.73,25.09,100.71,3.48,37.48,19.07,1.1,0.0
20200829:0930,9032.62,0.0,144.33,4.28,46.0,19.18,1.1,0.0
20200829:1030,17230.25,49.63,208.75,7.08,52.1,19.13,1.17,0.0
20200829:1130,17077.07,54.9,201.13,6.97,54.39,19.56,1.59,0.0
20200829:1230,12817.17,38.66,157.69,5.42,52.13,19.73,1.86,0.0
20200829:1330,6931.4,18.47,95.92,3.23,46.05,19.95,2.07,0.0
20200829:1430,7394.26,31.11,89.55,3.33,37.54,19.58,1.86,0.0
20200829:1530,3777.88,0.0,69.44,2.06,27.71,19.24,1.38,0.0
20200829:1630,1433.56,0.0,33.5,0.99,17.28,18.75,0.9,0.0
20200829:1730,173.99,0.0,10.28,0.33,6.7,18.28,0.48,0.0
20200829:1830,0.0,0.0,0.0,0.0,-3.66,18.07,0.07,0.0
20200829:1930,0.0,0.0,0.0,0.0,0.0,17.45,0.62,0.0
20200829:2030,0.0,0.0,0.0,0.0,0.0,17.33,0.34,0.0
20200829:2130,0.0,0.0,0.0,0.0,0.0,17.12,0.62,0.0
20200829:2230,0.0,0.0,0.0,0.0,0.0,17.01,0.55,0.0
20200829:2330,0.0,0.0,0.0,0.0,0.0,16.86,0.28,0.0
20200830:0030,0.0,0.0,0.0,0.0,0.0,16.7,0.14,0.0
20200830:0130,0.0,0.0,0.0,0.0,0.0,16.78,0.28,0.0
20200830:0230,0.0,0.0,0.0,0.0,0.0,16.61,0.34,0.0
20200830:0330,0.0,0.0,0.0,0.0,0.0,16.49,0.69,0.0
20200830:0430,0.0,0.0,0.0,0.0,-3.93,16.02,0.69,0.0
20200830:0530,606.06,4.03,17.67,0.77,6.43,15.72,0.07,0.0
20200830:0630,4504.66,32.35,50.17,2.25,17.01,15.67,0.62,0.0
20200830:0730,8366.62,49.78,83.87,3.5,27.44,16.64,0.76,0.0
20200830:0830,29847.62,302.39,131.73,9.74,37.25,17.25,1.1,0.0
20200830:0930,54419.69,644.33,178.8,17.54,45.73,18.83,1.52,0.0
20200830:1030,56932.18,690.0,190.41,18.73,51.79,21.23,1.38,0.0
20200830:1130,56751.52,737.36,152.67,18.95,54.04,22.7,1.03,0.0
20200830:1230,56990.45,787.47,124.08,19.58,51.77,23.53,0.48,0.0
20200830:1330,48517.27,624.59,133.27,16.8,45.7,24.34,0.62,0.0
20200830:1430,36605.86,429.9,129.41,13.07,37.21,24.19,0.62,0.0
20200830:1530,24439.7,278.37,94.27,9.52,27.4,23.1,2.21,0.0
20200830:1630,8861.96,96.57,65.28,5.13,16.97,21.6,2.62,0.0
20200830:1730,735.1,0.0,21.69,0.7,6.39,20.97,1.93,0.0
20200830:1830,0.0,0.0,0.0,0.0,-3.97,19.94,1.17,0.0
20200830:1930,0.0,0.0,0.0,0.0,0.0,17.96,1.45,0.0
20200830:2030,0.0,0.0,0.0,0.0,0.0,16.74,1.17,0.0
20200830:2130,0.0,0.0,0.0,0.0,0.0,16.79,0.69,0.0
20200830:2230,0.0,0.0,0.0,0.0,0.0,17.06,0.34,0.0
20200830:2330,0.0,0.0,0.0,0.0,0.0,16.92,0.62,0.0
20200831:0030,0.0,0.0,0.0,0.0,0.0,14.99,1.31,0.0
20200831:0130,0.0,0.0,0.0,0.0,0.0,14.44,1.31,0.0
20200831:0230,0.0,0.0,0.0,0.0,0.0,14.76,0.9,0.0
20200831:0330,0.0,0.0,0.0,0.0,0.0,14.9,0.69,0.0
20200831:0430,0.0,0.0,0.0,0.0,-4.14,14.11,0.97,0.0
20200831:0530,482.85,5.83,14.61,0.77,6.24,13.38,1.24,0.0
20200831:0630,7410.92,58.51,66.75,3.3,16.82,14.14,1.38,0.0
20200831:0730,17177.8,115.12,140.45,6.35,27.24,16.08,1.17,0.0
20200831:0830,23375.77,150.38,192.89,8.4,37.02,17.84,1.1,0.0
20200831:0930,37008.79,360.22,185.44,12.12,45.46,18.97,1.1,0.0
20200831:1030,44451.34,425.12,242.33,14.8,51.47,20.06,1.17,0.0
20200831:1130,50728.39,541.29,227.79,16.74,53.68,20.88,1.59,0.0
20200831:1230,54777.67,638.28,202.11,18.23,51.4,21.69,1.66,0.0
20200831:1330,47679.77,525.14,204.79,16.32,45.35,22.29,1.1,0.0
20200831:1430,36173.79,364.7,180.99,12.85,36.88,22.17,0.9,0.0
20200831:1530,21373.6,191.39,135.41,8.44,27.09,22.14,1.24,0.0
20200831:1630,8253.41,59.27,87.21,4.5,16.66,21.69,1.52,0.0
20200831:1730,671.0,0.0,20.53,0.66,6.08,21.02,0.41,0.0
20200831:1830,0.0,0.0,0.0,0.0,-4.29,19.55,1.38,0.0
20200831:1930,0.0,0.0,0.0,0.0,0.0,17.83,1.24,0.0
20200831:2030,0.0,0.0,0.0,0.0,0.0,16.55,1.45,0.0
20200831:2130,0.0,0.0,0.0,0.0,0.0,15.57,1.52,0.0
20200831:2230,0.0,0.0,0.0,0.0,0.0,15.26,1.31,0.0
20200831:2330,0.0,0.0,0.0,0.0,0.0,14.84,1.17,0.0
20200901:0030,0.0,0.0,0.0,0.0,0.0,14.34,1.1,0.0
20200901:0130,0.0,0.0,0.0,0.0,0.0,13.89,0.97,0.0
20200901:0230,0.0,0.0,0.0,0.0,0.0,13.58,0.83,0.0
20200901:0330,0.0,0.0,0.0,0.0,0.0,13.51,0.62,0.0
20200901:0430,0.0,0.0,0.0,0.0,-4.34,13.24,0.55,0.0
20200901:0530,1146.35,17.06,22.48,1.62,6.04,13.37,0.62,0.0
20200901:0630,14617.87,171.91,63.9,5.78,16.63,13.11,0.76,0.0
20200901:0730,31123.01,369.91,89.41,10.14,27.03,16.15,0.69,0.0
20200901:0830,44786.84,564.06,112.8,14.37,36.79,18.52,0.34,0.0
20200901:0930,53660.45,704.4,131.75,17.49,45.19,20.08,0.34,0.0
20200901:1030,59413.03,813.78,132.16,19.71,51.15,21.29,0.48,0.0
20200901:1130,55094.85,708.64,155.05,18.25,53.32,22.29,0.76,0.0
20200901:1230,51925.52,644.55,157.7,17.24,51.03,22.88,1.17,0.0
20200901:1330,38708.75,433.54,147.6,13.01,45.0,23.23,1.45,0.0
20200901:1430,28806.16,314.17,116.22,10.09,36.55,23.08,1.38,0.0
20200901:1530,24125.02,281.21,90.01,9.34,26.77,22.87,0.9,0.0
20200901:1630,7535.79,79.83,61.57,4.39,16.35,22.76,0.62,0.0
20200901:1730,348.82,0.0,14.29,0.46,5.77,22.19,0.34,0.0
20200901:1830,0.0,0.0,0.0,0.0,0.0,21.61,0.07,0.0
20200901:1930,0.0,0.0,0.0,0.0,0.0,20.86,0.34,0.0
20200901:2030,0.0,0.0,0.0,0.0,0.0,20.15,0.48,0.0
20200901:2130,0.0,0.0,0.0,0.0,0.0,19.45,0.34,0.0
20200901:2230,0.0,0.0,0.0,0.0,0.0,18.89,0.0,0.0
20200901:2330,0.0,0.0,0.0,0.0,0.0,18.38,0.14,0.0
20200902:0030,0.0,0.0,0.0,0.0,0.0,17.79,0.07,0.0
20200902:0130,0.0,0.0,0.0,0.0,0.0,17.34,0.21,0.0
20200902:0230,0.0,0.0,0.0,0.0,0.0,16.79,0.55,0.0
20200902:0330,0.0,0.0,0.0,0.0,0.0,16.15,0.69,0.0
20200902:0430,0.0,0.0,0.0,0.0,-4.55,15.9,0.55,0.0
20200902:0530,346.32,5.84,12.0,0.66,5.85,15.54,0.62,0.0
20200902:0630,3102.73,14.84,45.23,1.67,16.43,14.94,0.9,0.0
20200902:0730,3355.81,18.49,43.92,1.68,26.82,15.97,0.97,0.0
20200902:0830,3891.94,0.0,70.23,2.08,36.56,16.0,0.97,0.0
20200902:0930,19721.09,152.83,134.47,6.82,44.92,16.01,1.03,0.0
20200902:1030,10238.92,37.16,121.41,4.3,50.82,16.91,1.24,0.0
20200902:1130,21593.38,136.78,179.05,7.8,52.95,16.94,0.9,0.0
20200902:1230,28329.14,259.26,153.77,9.49,50.66,17.85,0.83,0.0
20200902:1330,23318.32,163.95,180.36,8.46,44.64,18.38,0.34,0.0
20200902:1430,23472.34,183.51,166.13,8.6,36.21,18.94,0.0,0.0
20200902:1530,18810.34,163.23,124.63,7.4,26.45,19.56,0.07,0.0
20200902:1630,6788.21,53.96,70.16,3.78,16.04,19.59,0.34,0.0
20200902:1730,476.19,0.0,16.69,0.54,5.46,19.08,0.55,0.0
20200902:1830,0.0,0.0,0.0,0.0,0.0,18.14,0.62,0.0
20200902:1930,0.0,0.0,0.0,0.0,0.0,16.99,0.97,0.0
20200902:2030,0.0,0.0,0.0,0.0,0.0,16.37,1.1,0.0
20200902:2130,0.0,0.0,0.0,0.0,0.0,16.39,0.9,0.0
20200902:2230,0.0,0.0,0.0,0.0,0.0,16.32,0.9,0.0
20200902:2330,0.0,0.0,0.0,0.0,0.0,16.28,0.83,0.0
20200903:0030,0.0,0.0,0.0,0.0,0.0,16.76,0.34,0.0
20200903:0130,0.0,0.0,0.0,0.0,0.0,16.59,0.34,0.0
20200903:0230,0.0,0.0,0.0,0.0,0.0,16.47,0.07,0.0
20200903:0330,0.0,0.0,0.0,0.0,0.0,16.41,0.28,0.0
20200903:0430,0.0,0.0,0.0,0.0,0.0,16.08,0.41,0.0
20200903:0530,391.28,7.29,12.39,0.76,5.65,16.14,0.41,0.0
20200903:0630,7539.95,68.25,60.78,3.27,16.23,15.83,0.55,0.0
20200903:0730,16097.22,139.67,102.97,5.72,26.61,17.18,0.34,0.0
20200903:0830,27447.52,246.13,159.1,9.16,36.32,18.13,0.21,0.0
20200903:0930,27748.89,193.13,219.49,9.82,44.64,19.22,0.14,0.0
20200903:1030,44965.82,465.6,218.51,14.78,50.5,19.95,0.41,0.0
20200903:1130,54996.62,677.7,183.94,18.12,52.59,21.11,0.55,0.0
20200903:1230,48984.3,562.9,193.14,16.29,50.29,22.25,0.76,0.0
20200903:1330,45784.17,544.75,157.24,15.36,44.29,22.77,0.83,0.0
20200903:1430,34773.52,370.01,157.29,12.17,35.88,23.29,0.76,0.0
20200903:1530,23613.86,253.57,112.1,9.11,26.12,23.37,0.48,0.0
20200903:1630,8475.68,104.37,56.5,4.95,15.72,23.19,0.21,0.0
20200903:1730,530.3,0.0,17.97,0.58,5.14,22.68,0.21,0.0
20200903:1830,0.0,0.0,0.0,0.0,0.0,21.38,0.83,0.0
20200903:1930,0.0,0.0,0.0,0.0,0.0,20.55,0.97,0.0
20200903:2030,0.0,0.0,0.0,0.0,0.0,19.0,1.24,0.0
20200903:2130,0.0,0.0,0.0,0.0,0.0,18.36,1.24,0.0
20200903:2230,0.0,0.0,0.0,0.0,0.0,17.75,1.17,0.0
20200903:2330,0.0,0.0,0.0,0.0,0.0,18.41,0.97,0.0
20200904:0030,0.0,0.0,0.0,0.0,0.0,18.37,0.83,0.0
20200904:0130,0.0,0.0,0.0,0.0,0.0,18.03,0.83,0.0
20200904:0230,0.0,0.0,0.0,0.0,0.0,17.1,0.97,0.0
20200904:0330,0.0,0.0,0.0,0.0,0.0,15.79,1.24,0.0
20200904:0430,0.0,0.0,0.0,0.0,0.0,15.16,1.31,0.0
20200904:0530,764.24,15.94,16.25,1.33,5.45,15.04,1.17,0.0
20200904:0630,13667.15,158.09,64.78,5.27,16.03,15.51,0.97,0.0
20200904:0730,30320.48,360.62,94.0,9.79,26.4,18.48,0.28,0.0
20200904:0830,43834.45,552.39,115.11,13.9,36.08,20.52,0.41,0.0
20200904:0930,53095.18,705.58,128.47,17.15,44.36,22.05,0.41,0.0
20200904:1030,58167.61,791.77,140.41,19.15,50.17,23.32,0.55,0.0
20200904:1130,59707.73,828.99,135.06,19.91,52.22,24.41,0.69,0.0
20200904:1230,54442.17,734.43,130.69,18.17,49.91,25.29,0.83,0.0
20200904:1330,48585.53,632.0,132.66,16.49,43.92,25.79,0.69,0.0
20200904:1430,37723.07,478.45,106.41,13.18,35.53,26.15,0.48,0.0
20200904:1530,24272.37,298.37,84.15,9.39,25.8,26.19,0.28,0.0
20200904:1630,8060.26,100.16,55.76,4.75,15.4,25.93,0.21,0.0
20200904:1730,424.58,0.0,16.01,0.52,4.82,25.14,0.48,0.0
20200904:1830,0.0,0.0,0.0,0.0,0.0,23.6,0.97,0.0
20200904:1930,0.0,0.0,0.0,0.0,0.0,21.68,1.17,0.0
20200904:2030,0.0,0.0,0.0,0.0,0.0,20.32,1.31,0.0
20200904:2130,0.0,0.0,0.0,0.0,0.0,19.41,1.31,0.0
20200904:2230,0.0,0.0,0.0,0.0,0.0,18.89,1.24,0.0
20200904:2330,0.0,0.0,0.0,0.0,0.0,18.63,1.1,0.0
20200905:0030,0.0,0.0,0.0,0.0,0.0,18.11,1.1,0.0
