Latitude (decimal degrees):	45.045
Longitude (decimal degrees):	7.636
Elevation (m):	262
Radiation database:	PVGIS-SARAH3


Slope: 41 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	31.8
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1910,0.0,0.0,0.0,0.0,0.0,4.35,0.28,0.0
20230115:2010,0.0,0.0,0.0,0.0,0.0,4.04,0.9,0.0
20230115:2110,0.0,0.0,0.0,0.0,0.0,2.61,1.17,0.0
20230115:2210,0.0,0.0,0.0,0.0,0.0,1.83,1.17,0.0
20230115:2310,0.0,0.0,0.0,0.0,0.0,1.77,1.1,0.0
20230116:0010,0.0,0.0,0.0,0.0,0.0,0.88,1.17,0.0
20230116:0110,0.0,0.0,0.0,0.0,0.0,0.38,1.17,0.0
20230116:0210,0.0,0.0,0.0,0.0,0.0,-0.88,1.24,0.0
20230116:0310,0.0,0.0,0.0,0.0,0.0,-1.41,1.17,0.0
20230116:0410,0.0,0.0,0.0,0.0,0.0,-1.33,0.97,0.0
20230116:0510,0.0,0.0,0.0,0.0,0.0,-2.32,1.03,0.0
20230116:0610,0.0,0.0,0.0,0.0,0.0,-2.6,1.1,0.0
20230116:0710,0.0,0.0,0.0,0.0,0.0,-1.71,1.17,0.0
20230116:0810,1495.74,14.49,52.18,1.46,8.77,0.06,0.69,0.0
20230116:0910,13026.71,316.77,149.33,5.39,15.87,0.75,0.83,0.0
20230116:1010,3864.61,16.41,132.33,3.76,21.01,2.26,1.03,0.0
20230116:1110,3494.72,4.48,132.41,3.71,23.69,3.46,1.24,0.0
20230116:1210,3122.61,2.24,122.32,3.42,23.61,4.33,1.38,0.0
20230116:1310,876.3,0.0,44.74,1.24,20.78,4.56,1.38,0.0
20230116:1410,2280.28,7.9,87.48,2.47,15.52,4.4,0.97,0.0
20230116:1510,1842.14,25.59,54.82,1.54,8.33,4.16,0.62,0.0
20230116:1610,0.0,0.0,0.0,0.0,0.0,3.31,0.62,0.0
20230116:1710,0.0,0.0,0.0,0.0,0.0,2.8,0.62,0.0
20230116:1810,0.0,0.0,0.0,0.0,0.0,2.35,0.34,0.0
20230116:1910,0.0,0.0,0.0,0.0,0.0,2.11,0.34,0.0
20230116:2010,0.0,0.0,0.0,0.0,0.0,1.79,0.34,0.0
20230116:2110,0.0,0.0,0.0,0.0,0.0,1.52,0.14,0.0
20230116:2210,0.0,0.0,0.0,0.0,0.0,1.1,0.21,0.0
20230116:2310,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.0
20230117:0010,0.0,0.0,0.0,0.0,0.0,-0.45,0.21,0.0
20230117:0110,0.0,0.0,0.0,0.0,0.0,-0.91,0.41,0.0
20230117:0210,0.0,0.0,0.0,0.0,0.0,-1.3,0.55,0.0
20230117:0310,0.0,0.0,0.0,0.0,0.0,-1.46,0.41,0.0
20230117:0410,0.0,0.0,0.0,0.0,0.0,-1.03,0.62,0.0
20230117:0510,0.0,0.0,0.0,0.0,0.0,-2.68,1.52,0.0
20230117:0610,0.0,0.0,0.0,0.0,0.0,-2.29,1.17,0.0
20230117:0710,0.0,0.0,0.0,0.0,0.0,-0.18,0.69,0.0
20230117:0810,1811.02,21.45,56.45,1.59,8.89,0.15,0.55,0.0
20230117:0910,3565.21,28.81,109.03,3.12,16.01,0.66,0.41,0.0
20230117:1010,2752.09,2.33,108.3,3.03,21.17,1.41,0.48,0.0
20230117:1110,1560.2,0.0,69.3,1.93,23.88,2.05,0.76,0.0
20230117:1210,9968.23,148.88,209.37,6.47,23.82,2.69,1.17,0.0
20230117:1310,3842.07,16.24,132.28,3.76,20.99,3.21,1.1,0.0
20230117:1410,12765.09,317.86,143.81,5.35,15.73,3.31,0.97,0.0
20230117:1510,7784.15,207.81,80.4,2.59,8.53,3.21,0.9,0.0
20230117:1610,0.0,0.0,0.0,0.0,0.0,2.65,0.41,0.0
20230117:1710,0.0,0.0,0.0,0.0,0.0,2.38,0.21,0.0
20230117:1810,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0
20230117:1910,0.0,0.0,0.0,0.0,0.0,1.87,0.28,0.0
20230117:2010,0.0,0.0,0.0,0.0,0.0,1.53,0.62,0.0
20230117:2110,0.0,0.0,0.0,0.0,0.0,1.2,0.62,0.0
20230117:2210,0.0,0.0,0.0,0.0,0.0,0.87,0.62,0.0
20230117:2310,0.0,0.0,0.0,0.0,0.0,0.59,0.62,0.0
20230118:0010,0.0,0.0,0.0,0.0,0.0,0.43,0.48,0.0
20230118:0110,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.0
20230118:0210,0.0,0.0,0.0,0.0,0.0,0.23,0.34,0.0
20230118:0310,0.0,0.0,0.0,0.0,0.0,0.09,0.55,0.0
20230118:0410,0.0,0.0,0.0,0.0,0.0,-0.01,0.48,0.0
20230118:0510,0.0,0.0,0.0,0.0,0.0,-0.11,0.28,0.0
20230118:0610,0.0,0.0,0.0,0.0,0.0,-0.09,0.41,0.0
20230118:0710,0.0,0.0,0.0,0.0,0.0,-1.37,0.9,0.0
20230118:0810,1541.46,14.11,53.86,1.51,9.01,-1.16,0.62,0.0
20230118:0910,3629.66,28.57,111.69,3.2,16.15,0.84,0.14,0.0
20230118:1010,3319.46,6.94,124.15,3.49,21.34,3.14,0.07,0.0
20230118:1110,4870.45,24.33,160.43,4.59,24.07,4.21,0.48,0.0
20230118:1210,11635.42,203.14,220.65,7.05,24.02,5.11,0.76,0.0
20230118:1310,21473.48,702.35,104.49,8.86,21.2,5.29,1.03,0.0
20230118:1410,8115.62,152.15,145.57,4.49,15.94,5.06,0.97,0.0
20230118:1510,3336.29,63.21,70.19,1.98,8.74,4.58,0.62,0.0
20230118:1610,0.0,0.0,0.0,0.0,0.0,3.89,0.55,0.0
20230118:1710,0.0,0.0,0.0,0.0,0.0,3.13,0.83,0.0
20230118:1810,0.0,0.0,0.0,0.0,0.0,2.45,1.03,0.0
20230118:1910,0.0,0.0,0.0,0.0,0.0,0.47,1.38,0.0
20230118:2010,0.0,0.0,0.0,0.0,0.0,0.22,1.38,0.0
20230118:2110,0.0,0.0,0.0,0.0,0.0,-0.58,1.52,0.0
20230118:2210,0.0,0.0,0.0,0.0,0.0,-1.3,1.66,0.0
20230118:2310,0.0,0.0,0.0,0.0,0.0,-1.39,1.66,0.0
20230119:0010,0.0,0.0,0.0,0.0,0.0,-1.59,1.86,0.0
20230119:0110,0.0,0.0,0.0,0.0,0.0,-1.46,2.0,0.0
20230119:0210,0.0,0.0,0.0,0.0,0.0,-1.68,2.0,0.0
20230119:0310,0.0,0.0,0.0,0.0,0.0,-2.01,2.07,0.0
20230119:0410,0.0,0.0,0.0,0.0,0.0,-2.09,2.07,0.0
20230119:0510,0.0,0.0,0.0,0.0,0.0,-2.57,2.07,0.0
20230119:0610,0.0,0.0,0.0,0.0,0.0,-3.22,2.0,0.0
20230119:0710,0.0,0.0,0.0,0.0,0.0,-3.41,1.86,0.0
20230119:0810,4703.44,93.9,81.28,2.29,9.14,-2.37,1.38,0.0
20230119:0910,17331.69,502.23,121.29,6.42,16.3,0.21,1.1,0.0
20230119:1010,23015.58,765.17,93.12,9.35,21.52,2.22,1.03,0.0
20230119:1110,24855.49,857.1,91.73,10.74,24.27,3.49,0.83,0.0
20230119:1210,24073.8,807.33,108.9,10.47,24.24,4.18,0.9,0.0
20230119:1310,22156.1,724.5,103.49,9.13,21.42,4.52,1.31,0.0
20230119:1410,18373.73,592.12,83.39,6.71,16.16,4.33,1.31,0.0
20230119:1510,11916.41,378.62,60.28,3.34,8.95,3.71,0.9,0.0
20230119:1610,0.0,0.0,0.0,0.0,0.0,2.74,0.62,0.0
20230119:1710,0.0,0.0,0.0,0.0,0.0,2.26,0.48,0.0
20230119:1810,0.0,0.0,0.0,0.0,0.0,1.43,0.48,0.0
20230119:1910,0.0,0.0,0.0,0.0,0.0,1.69,0.21,0.0
20230119:2010,0.0,0.0,0.0,0.0,0.0,0.57,0.9,0.0
20230119:2110,0.0,0.0,0.0,0.0,0.0,-0.54,0.83,0.0
20230119:2210,0.0,0.0,0.0,0.0,0.0,-1.21,0.69,0.0
20230119:2310,0.0,0.0,0.0,0.0,0.0,-1.59,0.83,0.0
20230120:0010,0.0,0.0,0.0,0.0,0.0,-2.51,0.97,0.0
20230120:0110,0.0,0.0,0.0,0.0,0.0,-3.05,0.97,0.0
20230120:0210,0.0,0.0,0.0,0.0,0.0,-2.77,0.9,0.0
20230120:0310,0.0,0.0,0.0,0.0,0.0,-2.6,0.83,0.0
20230120:0410,0.0,0.0,0.0,0.0,0.0,-2.09,0.69,0.0
20230120:0510,0.0,0.0,0.0,0.0,0.0,-2.23,0.62,0.0
20230120:0610,0.0,0.0,0.0,0.0,0.0,-2.28,0.76,0.0
20230120:0710,0.0,0.0,0.0,0.0,0.0,-3.47,1.31,0.0
20230120:0810,13442.63,418.23,60.28,3.61,9.27,-2.67,1.24,0.0
20230120:0910,17283.75,497.88,125.31,6.49,16.46,0.1,0.9,0.0
20230120:1010,22900.0,762.18,96.09,9.42,21.7,2.72,0.9,0.0
20230120:1110,24512.59,829.81,106.05,10.72,24.47,4.2,0.9,0.0
20230120:1210,24689.12,849.98,94.46,10.79,24.46,4.98,1.03,0.0
20230120:1310,22123.4,721.25,107.96,9.23,21.65,5.33,1.38,0.0
20230120:1410,17312.96,525.34,110.45,6.57,16.38,5.23,1.45,0.0
20230120:1510,10967.72,330.67,73.16,3.27,9.17,4.47,1.24,0.0
20230120:1610,0.0,0.0,0.0,0.0,0.0,2.55,1.52,0.0
20230120:1710,0.0,0.0,0.0,0.0,0.0,-0.75,1.93,0.0
20230120:1810,0.0,0.0,0.0,0.0,0.0,-2.42,2.0,0.0
20230120:1910,0.0,0.0,0.0,0.0,0.0,-3.18,1.79,0.0
20230120:2010,0.0,0.0,0.0,0.0,0.0,-3.65,1.66,0.0
20230120:2110,0.0,0.0,0.0,0.0,0.0,-4.55,1.79,0.0
20230120:2210,0.0,0.0,0.0,0.0,0.0,-4.86,1.79,0.0
20230120:2310,0.0,0.0,0.0,0.0,0.0,-4.78,1.66,0.0
20230121:0010,0.0,0.0,0.0,0.0,0.0,-4.61,1.52,0.0
20230121:0110,0.0,0.0,0.0,0.0,0.0,-5.3,1.72,0.0
20230121:0210,0.0,0.0,0.0,0.0,0.0,-5.78,1.79,0.0
20230121:0310,0.0,0.0,0.0,0.0,0.0,-5.91,1.86,0.0
20230121:0410,0.0,0.0,0.0,0.0,0.0,-5.98,1.72,0.0
20230121:0510,0.0,0.0,0.0,0.0,0.0,-5.98,1.66,0.0
20230121:0610,0.0,0.0,0.0,0.0,0.0,-6.12,1.72,0.0
20230121:0710,0.0,0.0,0.0,0.0,0.0,-5.11,1.59,0.0
20230121:0810,13210.22,398.58,66.82,3.61,9.42,-4.53,1.38,0.0
20230121:0910,20070.44,645.3,75.75,7.15,16.63,-1.34,1.38,0.0
20230121:1010,22555.2,706.95,122.38,9.3,21.89,0.75,1.24,0.0
20230121:1110,25340.31,872.16,89.56,11.01,24.69,2.8,1.03,0.0
20230121:1210,24457.02,822.65,110.3,10.79,24.68,4.41,0.97,0.0
20230121:1310,20685.76,625.65,149.13,8.96,21.88,5.34,1.03,0.0
20230121:1410,17695.86,552.31,102.96,6.76,16.61,5.69,1.1,0.0
20230121:1510,10737.53,317.58,80.21,3.34,9.39,5.26,0.9,0.0
20230121:1610,0.0,0.0,0.0,0.0,0.0,3.49,1.17,0.0
20230121:1710,0.0,0.0,0.0,0.0,0.0,3.06,0.83,0.0
20230121:1810,0.0,0.0,0.0,0.0,0.0,2.08,0.55,0.0
20230121:1910,0.0,0.0,0.0,0.0,0.0,1.91,0.76,0.0
20230121:2010,0.0,0.0,0.0,0.0,0.0,-0.29,1.24,0.0
20230121:2110,0.0,0.0,0.0,0.0,0.0,-0.76,1.17,0.0
20230121:2210,0.0,0.0,0.0,0.0,0.0,-0.71,0.9,0.0
20230121:2310,0.0,0.0,0.0,0.0,0.0,-0.75,0.69,0.0
20230122:0010,0.0,0.0,0.0,0.0,0.0,-1.22,0.62,0.0
20230122:0110,0.0,0.0,0.0,0.0,0.0,-1.52,0.62,0.0
20230122:0210,0.0,0.0,0.0,0.0,0.0,-1.58,0.62,0.0
20230122:0310,0.0,0.0,0.0,0.0,0.0,-1.69,0.62,0.0
20230122:0410,0.0,0.0,0.0,0.0,0.0,-1.91,0.62,0.0
20230122:0510,0.0,0.0,0.0,0.0,0.0,-2.04,0.76,0.0
20230122:0610,0.0,0.0,0.0,0.0,0.0,-2.28,0.97,0.0
20230122:0710,0.0,0.0,0.0,0.0,0.0,-1.86,1.1,0.0
20230122:0810,97.16,0.0,11.4,0.32,9.56,-1.8,1.03,0.0
20230122:0910,7299.01,115.35,148.3,4.47,16.8,0.41,0.9,0.0
20230122:1010,5160.01,35.99,157.15,4.54,22.09,2.81,0.9,0.0
20230122:1110,22504.72,685.35,161.74,10.18,24.9,4.14,0.97,0.0
20230122:1210,11498.26,191.37,226.83,7.23,24.91,5.08,0.9,0.0
20230122:1310,13660.44,290.28,209.24,7.25,22.11,5.47,0.83,0.0
20230122:1410,12886.37,316.51,155.94,5.79,16.84,5.57,0.69,0.0
20230122:1510,8698.86,233.55,90.92,3.1,9.62,5.3,0.34,0.0
20230122:1610,0.0,0.0,0.0,0.0,0.0,4.03,0.97,0.0
20230122:1710,0.0,0.0,0.0,0.0,0.0,1.97,1.45,0.0
20230122:1810,0.0,0.0,0.0,0.0,0.0,-0.15,1.72,0.0
20230122:1910,0.0,0.0,0.0,0.0,0.0,2.34,0.48,0.0
20230122:2010,0.0,0.0,0.0,0.0,0.0,1.49,0.21,0.0
20230122:2110,0.0,0.0,0.0,0.0,0.0,0.57,0.62,0.0
20230122:2210,0.0,0.0,0.0,0.0,0.0,-0.3,1.1,0.0
20230122:2310,0.0,0.0,0.0,0.0,0.0,-2.01,1.45,0.0
20230123:0010,0.0,0.0,0.0,0.0,0.0,-2.19,1.45,0.0
20230123:0110,0.0,0.0,0.0,0.0,0.0,-2.28,1.45,0.0
20230123:0210,0.0,0.0,0.0,0.0,0.0,-2.42,1.31,0.0
20230123:0310,0.0,0.0,0.0,0.0,0.0,-1.7,1.1,0.0
20230123:0410,0.0,0.0,0.0,0.0,0.0,-0.78,0.97,0.0
20230123:0510,0.0,0.0,0.0,0.0,0.0,-1.69,1.17,0.0
20230123:0610,0.0,0.0,0.0,0.0,0.0,-0.45,0.69,0.0
20230123:0710,0.0,0.0,0.0,0.0,0.0,-0.37,0.69,0.0
20230123:0810,2186.3,26.21,64.61,1.83,9.72,-0.25,0.69,0.0
20230123:0910,1667.51,0.0,72.81,2.03,16.98,0.82,0.28,0.0
20230123:1010,3112.45,4.47,119.21,3.34,22.29,2.72,0.28,0.0
20230123:1110,1498.92,0.0,67.55,1.88,25.13,3.58,0.34,0.0
20230123:1210,1886.27,0.0,81.58,2.27,25.15,4.2,0.34,0.0
20230123:1310,1570.67,0.0,70.18,1.95,22.35,3.98,0.97,0.0
20230123:1410,1044.26,0.0,50.88,1.42,17.08,3.58,1.17,0.0
20230123:1510,2540.95,34.99,69.38,1.98,9.84,2.84,1.03,0.0
20230123:1610,0.0,0.0,0.0,0.0,0.0,1.69,0.62,0.0
20230123:1710,0.0,0.0,0.0,0.0,0.0,1.42,0.48,0.0
20230123:1810,0.0,0.0,0.0,0.0,0.0,0.76,0.83,0.0
20230123:1910,0.0,0.0,0.0,0.0,0.0,1.37,1.79,0.0
20230123:2010,0.0,0.0,0.0,0.0,0.0,1.53,2.07,0.0
20230123:2110,0.0,0.0,0.0,0.0,0.0,2.14,2.28,0.0
20230123:2210,0.0,0.0,0.0,0.0,0.0,2.65,2.62,0.0
20230123:2310,0.0,0.0,0.0,0.0,0.0,2.84,2.76,0.0
20230124:0010,0.0,0.0,0.0,0.0,0.0,3.08,2.9,0.0
20230124:0110,0.0,0.0,0.0,0.0,0.0,2.94,2.62,0.0
20230124:0210,0.0,0.0,0.0,0.0,0.0,2.85,2.41,0.0
20230124:0310,0.0,0.0,0.0,0.0,0.0,2.34,2.14,0.0
20230124:0410,0.0,0.0,0.0,0.0,0.0,2.18,1.93,0.0
20230124:0510,0.0,0.0,0.0,0.0,0.0,1.85,1.86,0.0
20230124:0610,0.0,0.0,0.0,0.0,0.0,1.22,1.79,0.0
20230124:0710,0.0,0.0,0.0,0.0,0.0,1.84,1.66,0.0
20230124:0810,4248.15,80.63,82.04,2.37,9.88,2.03,1.52,0.0
20230124:0910,7115.49,113.21,145.95,4.44,17.16,2.71,1.52,0.0
20230124:1010,6633.53,68.71,174.69,5.17,22.5,3.44,1.45,0.0
20230124:1110,7293.61,72.29,196.45,5.83,25.36,5.64,1.38,0.0
20230124:1210,3336.61,2.12,131.06,3.66,25.39,6.54,1.24,0.0
20230124:1310,3323.27,6.59,126.64,3.56,22.6,7.42,0.97,0.0
20230124:1410,6365.24,96.81,142.8,4.32,17.32,7.77,0.76,0.0
20230124:1510,5401.31,118.57,88.86,2.66,10.07,7.16,0.83,0.0
20230124:1610,0.0,0.0,0.0,0.0,0.0,5.43,1.17,0.0
20230124:1710,0.0,0.0,0.0,0.0,0.0,4.38,1.1,0.0
20230124:1810,0.0,0.0,0.0,0.0,0.0,3.4,0.83,0.0
20230124:1910,0.0,0.0,0.0,0.0,0.0,2.47,1.24,0.0
20230124:2010,0.0,0.0,0.0,0.0,0.0,1.88,1.17,0.0
20230124:2110,0.0,0.0,0.0,0.0,0.0,0.8,1.38,0.0
20230124:2210,0.0,0.0,0.0,0.0,0.0,-0.29,1.52,0.0
20230124:2310,0.0,0.0,0.0,0.0,0.0,-0.37,1.31,0.0
20230125:0010,0.0,0.0,0.0,0.0,0.0,0.68,0.9,0.0
20230125:0110,0.0,0.0,0.0,0.0,0.0,1.17,0.41,0.0
20230125:0210,0.0,0.0,0.0,0.0,0.0,1.31,0.55,0.0
20230125:0310,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.0
20230125:0410,0.0,0.0,0.0,0.0,0.0,0.71,0.83,0.0
20230125:0510,0.0,0.0,0.0,0.0,0.0,0.55,0.83,0.0
20230125:0610,0.0,0.0,0.0,0.0,0.0,0.77,0.69,0.0
20230125:0710,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0
20230125:0810,1797.68,15.87,62.17,1.76,10.04,2.36,0.41,0.0
20230125:0910,3198.5,17.06,109.67,3.12,17.35,3.17,0.41,0.0
20230125:1010,3176.9,4.4,122.71,3.44,22.71,5.18,0.48,0.0
20230125:1110,17779.37,437.04,222.02,9.06,25.59,6.09,1.03,0.0
20230125:1210,7216.78,69.48,197.48,5.86,25.64,6.3,1.31,0.0
20230125:1310,11763.38,222.34,206.6,6.86,22.85,6.67,1.45,0.0
20230125:1410,18487.71,608.17,77.94,7.23,17.56,6.52,1.38,0.0
20230125:1510,9292.59,257.12,88.01,3.34,10.31,6.08,1.03,0.0
20230125:1610,0.0,0.0,0.0,0.0,0.0,5.08,0.69,0.0
20230125:1710,0.0,0.0,0.0,0.0,0.0,4.94,0.62,0.0
20230125:1810,0.0,0.0,0.0,0.0,0.0,4.6,0.62,0.0
20230125:1910,0.0,0.0,0.0,0.0,0.0,4.86,0.41,0.0
20230125:2010,0.0,0.0,0.0,0.0,0.0,4.37,0.21,0.0
20230125:2110,0.0,0.0,0.0,0.0,0.0,3.52,0.28,0.0
20230125:2210,0.0,0.0,0.0,0.0,0.0,2.3,0.21,0.0
20230125:2310,0.0,0.0,0.0,0.0,0.0,1.35,0.07,0.0
20230126:0010,0.0,0.0,0.0,0.0,0.0,0.72,0.14,0.0
20230126:0110,0.0,0.0,0.0,0.0,0.0,0.45,0.34,0.0
20230126:0210,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0
20230126:0310,0.0,0.0,0.0,0.0,0.0,-0.86,1.1,0.0
20230126:0410,0.0,0.0,0.0,0.0,0.0,-1.38,1.17,0.0
20230126:0510,0.0,0.0,0.0,0.0,0.0,-1.71,1.17,0.0
20230126:0610,0.0,0.0,0.0,0.0,0.0,-1.49,1.03,0.0
20230126:0710,0.0,0.0,0.0,0.0,0.0,-1.66,1.1,0.0
20230126:0810,1370.01,6.25,55.6,1.56,10.22,-0.89,0.9,0.0
20230126:0910,2143.44,2.41,87.25,2.44,17.55,1.61,0.62,0.0
20230126:1010,3284.86,4.36,125.34,3.51,22.93,3.17,0.69,0.0
20230126:1110,10003.47,140.46,222.65,6.91,25.84,4.4,0.9,0.0
20230126:1210,24288.12,819.42,106.72,11.08,25.9,5.25,1.1,0.0
20230126:1310,22321.2,739.42,101.15,9.76,23.1,5.67,1.24,0.0
20230126:1410,18473.1,599.26,85.79,7.32,17.81,5.77,1.17,0.0
20230126:1510,12680.63,408.44,60.04,4.03,10.55,5.38,1.17,0.0
20230126:1610,0.0,0.0,3.24,0.1,1.85,4.35,0.97,0.0
20230126:1710,0.0,0.0,0.0,0.0,0.0,2.76,0.9,0.0
20230126:1810,0.0,0.0,0.0,0.0,0.0,2.84,0.62,0.0
20230126:1910,0.0,0.0,0.0,0.0,0.0,3.27,0.48,0.0
20230126:2010,0.0,0.0,0.0,0.0,0.0,2.64,0.69,0.0
20230126:2110,0.0,0.0,0.0,0.0,0.0,1.71,0.76,0.0
20230126:2210,0.0,0.0,0.0,0.0,0.0,0.32,1.03,0.0
20230126:2310,0.0,0.0,0.0,0.0,0.0,-1.26,1.31,0.0
20230127:0010,0.0,0.0,0.0,0.0,0.0,-1.81,1.31,0.0
20230127:0110,0.0,0.0,0.0,0.0,0.0,-1.89,1.31,0.0
20230127:0210,0.0,0.0,0.0,0.0,0.0,-1.72,1.17,0.0
20230127:0310,0.0,0.0,0.0,0.0,0.0,-1.59,1.1,0.0
20230127:0410,0.0,0.0,0.0,0.0,0.0,-1.55,0.97,0.0
20230127:0510,0.0,0.0,0.0,0.0,0.0,-1.6,0.97,0.0
20230127:0610,0.0,0.0,0.0,0.0,0.0,-1.49,0.9,0.0
20230127:0710,0.0,0.0,0.81,0.02,1.63,-1.51,1.1,0.0
20230127:0810,1415.42,6.14,57.35,1.61,10.39,-0.68,1.1,0.0
20230127:0910,1376.68,0.0,62.28,1.73,17.75,0.38,1.31,0.0
20230127:1010,1298.26,0.0,59.65,1.66,23.16,1.18,1.45,0.0
20230127:1110,1536.7,0.0,68.43,1.9,26.08,2.05,1.24,0.0
20230127:1210,2506.03,0.0,102.64,2.86,26.15,2.73,0.97,0.0
20230127:1310,5156.2,32.16,161.28,4.66,23.36,3.17,0.76,0.0
20230127:1410,2225.36,2.34,90.75,2.54,18.06,3.2,0.69,0.0
20230127:1510,1576.39,8.84,61.4,1.73,10.79,2.95,0.48,0.0
20230127:1610,0.0,0.0,2.43,0.07,2.07,2.2,0.14,0.0
20230127:1710,0.0,0.0,0.0,0.0,0.0,1.66,0.14,0.0
20230127:1810,0.0,0.0,0.0,0.0,0.0,1.15,0.21,0.0
20230127:1910,0.0,0.0,0.0,0.0,0.0,2.2,0.55,0.0
20230127:2010,0.0,0.0,0.0,0.0,0.0,1.9,0.28,0.0
20230127:2110,0.0,0.0,0.0,0.0,0.0,1.81,0.69,0.0
20230127:2210,0.0,0.0,0.0,0.0,0.0,0.26,1.1,0.0
20230127:2310,0.0,0.0,0.0,0.0,0.0,-0.11,1.1,0.0
20230128:0010,0.0,0.0,0.0,0.0,0.0,-0.48,1.03,0.0
20230128:0110,0.0,0.0,0.0,0.0,0.0,-0.7,0.97,0.0
20230128:0210,0.0,0.0,0.0,0.0,0.0,-1.28,1.1,0.0
20230128:0310,0.0,0.0,0.0,0.0,0.0,-1.63,1.17,0.0
20230128:0410,0.0,0.0,0.0,0.0,0.0,-1.63,1.17,0.0
20230128:0510,0.0,0.0,0.0,0.0,0.0,-1.68,1.17,0.0
20230128:0610,0.0,0.0,0.0,0.0,0.0,-1.9,1.17,0.0
20230128:0710,0.0,0.0,2.43,0.07,1.79,-0.73,0.83,0.0
20230128:0810,11856.72,353.58,76.63,3.83,10.58,0.19,0.34,0.0
20230128:0910,18497.55,596.17,88.86,7.35,17.96,1.65,0.07,0.0
20230128:1010,21150.9,665.94,133.99,9.54,23.4,2.82,0.07,0.0
20230128:1110,24291.92,845.19,96.66,11.35,26.34,3.96,0.21,0.0
20230128:1210,24108.73,844.63,96.41,11.37,26.42,4.99,0.14,0.0
20230128:1310,22296.76,771.94,89.33,10.11,23.63,5.63,0.14,0.0
20230128:1410,18395.0,604.93,86.35,7.54,18.32,5.93,0.41,0.0
20230128:1510,12767.31,413.66,60.56,4.22,11.03,5.77,0.76,0.0
20230128:1610,13.97,0.0,6.48,0.2,2.31,4.42,0.83,0.0
20230128:1710,0.0,0.0,0.0,0.0,0.0,4.27,0.76,0.0
20230128:1810,0.0,0.0,0.0,0.0,0.0,3.8,0.34,0.0
20230128:1910,0.0,0.0,0.0,0.0,0.0,2.78,0.28,0.0
20230128:2010,0.0,0.0,0.0,0.0,0.0,1.74,0.21,0.0
20230128:2110,0.0,0.0,0.0,0.0,0.0,1.26,0.28,0.0
20230128:2210,0.0,0.0,0.0,0.0,0.0,0.87,0.48,0.0
20230128:2310,0.0,0.0,0.0,0.0,0.0,0.58,0.69,0.0
20230129:0010,0.0,0.0,0.0,0.0,0.0,0.21,0.76,0.0
20230129:0110,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.0
20230129:0210,0.0,0.0,0.0,0.0,0.0,0.16,0.55,0.0
20230129:0310,0.0,0.0,0.0,0.0,0.0,-0.12,0.62,0.0
20230129:0410,0.0,0.0,0.0,0.0,0.0,-0.34,0.69,0.0
20230129:0510,0.0,0.0,0.0,0.0,0.0,-0.57,0.9,0.0
20230129:0610,0.0,0.0,0.0,0.0,0.0,-1.13,1.03,0.0
20230129:0710,4.44,0.0,5.67,0.17,1.96,-0.77,0.9,0.0
20230129:0810,11804.02,347.73,78.8,3.88,10.77,-0.32,0.48,0.0
20230129:0910,18576.92,594.81,91.63,7.44,18.18,1.7,0.21,0.0
20230129:1010,22306.6,747.97,101.99,10.01,23.64,3.49,0.21,0.0
20230129:1110,24497.66,851.34,96.35,11.5,26.6,4.75,0.48,0.0
20230129:1210,24535.13,850.67,96.07,11.52,26.69,5.61,0.76,0.0
20230129:1310,22826.66,780.28,89.09,10.28,23.9,6.21,0.97,0.0
20230129:1410,18743.61,612.14,86.02,7.69,18.58,6.26,1.1,0.0
20230129:1510,12646.98,403.25,64.71,4.27,11.28,5.84,1.1,0.0
20230129:1610,21.27,0.0,7.02,0.2,2.54,4.53,1.03,0.0
20230129:1710,0.0,0.0,0.0,0.0,0.0,2.95,1.1,0.0
20230129:1810,0.0,0.0,0.0,0.0,0.0,2.78,0.83,0.0
20230129:1910,0.0,0.0,0.0,0.0,0.0,2.57,0.48,0.0
20230129:2010,0.0,0.0,0.0,0.0,0.0,1.63,0.62,0.0
20230129:2110,0.0,0.0,0.0,0.0,0.0,0.78,0.76,0.0
20230129:2210,0.0,0.0,0.0,0.0,0.0,0.36,0.62,0.0
20230129:2310,0.0,0.0,0.0,0.0,0.0,-0.02,0.62,0.0
20230130:0010,0.0,0.0,0.0,0.0,0.0,-0.41,0.69,0.0
20230130:0110,0.0,0.0,0.0,0.0,0.0,-0.69,0.76,0.0
20230130:0210,0.0,0.0,0.0,0.0,0.0,-0.92,0.76,0.0
20230130:0310,0.0,0.0,0.0,0.0,0.0,-1.07,0.83,0.0
20230130:0410,0.0,0.0,0.0,0.0,0.0,-1.59,0.9,0.0
20230130:0510,0.0,0.0,0.0,0.0,0.0,-2.16,0.97,0.0
20230130:0610,0.0,0.0,0.0,0.0,0.0,-2.85,1.03,0.0
